   40 1134    11.340
   44 1055    10.550
31500    1    0.010
31498    1    0.010
31494    1    0.010
31493    1    0.010
31492    1    0.010
31491    1    0.010
31364    1    0.010
12604    1    0.010
12606    1    0.010
31380    1    0.010
31372    1    0.010
31371    1    0.010
31370    1    0.010
31369    1    0.010
12609    1    0.010
31367    1    0.010
31366    1    0.010
31365    1    0.010
31385    1    0.010
31361    1    0.010
31359    1    0.010
12624    1    0.010
31353    1    0.010
31351    1    0.010
31350    1    0.010
31347    1    0.010
31345    1    0.010
31343    1    0.010
31339    1    0.010
31336    1    0.010
31407    1    0.010
12567    1    0.010
12579    1    0.010
31423    1    0.010
12590    1    0.010
12592    1    0.010
31415    1    0.010
31414    1    0.010
31413    1    0.010
31411    1    0.010
31410    1    0.010
31409    1    0.010
12115    1    0.010
12593    1    0.010
31404    1    0.010
31401    1    0.010
12598    1    0.010
31399    1    0.010
12599    1    0.010
31394    1    0.010
12600    1    0.010
12601    1    0.010
31388    1    0.010
12603    1    0.010
32495    1    0.010
32529    1    0.010
32528    1    0.010
32525    1    0.010
11639    1    0.010
32519    1    0.010
32515    1    0.010
32510    1    0.010
32509    1    0.010
32508    1    0.010
11653    1    0.010
11657    1    0.010
32497    1    0.010
32532    1    0.010
32494    1    0.010
32492    1    0.010
32491    1    0.010
32487    1    0.010
32485    1    0.010
32484    1    0.010
32483    1    0.010
32482    1    0.010
32481    1    0.010
32475    1    0.010
32474    1    0.010
32553    1    0.010
11633    1    0.010
32564    1    0.010
11634    1    0.010
32562    1    0.010
32561    1    0.010
32560    1    0.010
32558    1    0.010
32557    1    0.010
32556    1    0.010
32555    1    0.010
32554    1    0.010
32472    1    0.010
32552    1    0.010
32551    1    0.010
32550    1    0.010
32549    1    0.010
32545    1    0.010
32544    1    0.010
32543    1    0.010
32541    1    0.010
32539    1    0.010
32535    1    0.010
32533    1    0.010
32414    1    0.010
32428    1    0.010
32426    1    0.010
11686    1    0.010
32424    1    0.010
32423    1    0.010
32422    1    0.010
11687    1    0.010
32420    1    0.010
32419    1    0.010
11691    1    0.010
32417    1    0.010
11695    1    0.010
11683    1    0.010
32413    1    0.010
32412    1    0.010
32411    1    0.010
32410    1    0.010
11700    1    0.010
32406    1    0.010
32404    1    0.010
32403    1    0.010
11705    1    0.010
32399    1    0.010
32397    1    0.010
32450    1    0.010
32471    1    0.010
11664    1    0.010
32469    1    0.010
32466    1    0.010
32465    1    0.010
32463    1    0.010
32461    1    0.010
32460    1    0.010
32458    1    0.010
32457    1    0.010
32456    1    0.010
32567    1    0.010
32449    1    0.010
32446    1    0.010
32445    1    0.010
32443    1    0.010
32442    1    0.010
32441    1    0.010
32436    1    0.010
32435    1    0.010
32433    1    0.010
32431    1    0.010
11681    1    0.010
32663    1    0.010
32690    1    0.010
32689    1    0.010
11553    1    0.010
32687    1    0.010
11557    1    0.010
32680    1    0.010
11565    1    0.010
32676    1    0.010
32675    1    0.010
11567    1    0.010
32670    1    0.010
32664    1    0.010
32691    1    0.010
32662    1    0.010
32661    1    0.010
32660    1    0.010
32659    1    0.010
32658    1    0.010
32657    1    0.010
32656    1    0.010
32655    1    0.010
32654    1    0.010
32653    1    0.010
32652    1    0.010
11489    1    0.010
11427    1    0.010
32768    1    0.010
32762    1    0.010
32761    1    0.010
32760    1    0.010
32753    1    0.010
11466    1    0.010
32748    1    0.010
11474    1    0.010
32743    1    0.010
32742    1    0.010
32651    1    0.010
32730    1    0.010
11499    1    0.010
11500    1    0.010
32723    1    0.010
32720    1    0.010
11508    1    0.010
11517    1    0.010
11521    1    0.010
32704    1    0.010
32703    1    0.010
11537    1    0.010
11613    1    0.010
32609    1    0.010
32608    1    0.010
11598    1    0.010
32604    1    0.010
32602    1    0.010
32601    1    0.010
32599    1    0.010
11607    1    0.010
32597    1    0.010
32596    1    0.010
32595    1    0.010
11595    1    0.010
32588    1    0.010
32585    1    0.010
32583    1    0.010
11623    1    0.010
32579    1    0.010
32577    1    0.010
11627    1    0.010
11631    1    0.010
32571    1    0.010
32570    1    0.010
32569    1    0.010
32629    1    0.010
32650    1    0.010
32649    1    0.010
32648    1    0.010
32647    1    0.010
32645    1    0.010
32644    1    0.010
32643    1    0.010
11578    1    0.010
32636    1    0.010
32634    1    0.010
32632    1    0.010
11713    1    0.010
32628    1    0.010
32626    1    0.010
32625    1    0.010
32624    1    0.010
11585    1    0.010
32620    1    0.010
32619    1    0.010
32618    1    0.010
32616    1    0.010
11591    1    0.010
32612    1    0.010
32090    1    0.010
32115    1    0.010
32111    1    0.010
12024    1    0.010
32105    1    0.010
32103    1    0.010
32101    1    0.010
32100    1    0.010
32099    1    0.010
32096    1    0.010
32095    1    0.010
32094    1    0.010
32092    1    0.010
12018    1    0.010
32089    1    0.010
32086    1    0.010
32084    1    0.010
32083    1    0.010
32082    1    0.010
32081    1    0.010
32080    1    0.010
32078    1    0.010
12035    1    0.010
32075    1    0.010
12041    1    0.010
32153    1    0.010
32175    1    0.010
32173    1    0.010
32170    1    0.010
32168    1    0.010
11943    1    0.010
32165    1    0.010
32163    1    0.010
11953    1    0.010
32158    1    0.010
32155    1    0.010
32154    1    0.010
12045    1    0.010
32152    1    0.010
11959    1    0.010
11969    1    0.010
11971    1    0.010
32143    1    0.010
11982    1    0.010
32133    1    0.010
32120    1    0.010
12004    1    0.010
12005    1    0.010
12008    1    0.010
32004    1    0.010
32026    1    0.010
32022    1    0.010
32021    1    0.010
32018    1    0.010
32017    1    0.010
32016    1    0.010
32014    1    0.010
32013    1    0.010
32012    1    0.010
32009    1    0.010
32008    1    0.010
32007    1    0.010
32027    1    0.010
32003    1    0.010
32002    1    0.010
32001    1    0.010
32000    1    0.010
31999    1    0.010
12095    1    0.010
31995    1    0.010
31994    1    0.010
12096    1    0.010
12114    1    0.010
31982    1    0.010
32048    1    0.010
32065    1    0.010
32062    1    0.010
32058    1    0.010
32057    1    0.010
32056    1    0.010
32054    1    0.010
32053    1    0.010
32052    1    0.010
32051    1    0.010
32050    1    0.010
32049    1    0.010
32177    1    0.010
32047    1    0.010
12052    1    0.010
12055    1    0.010
12057    1    0.010
32036    1    0.010
32035    1    0.010
32033    1    0.010
12067    1    0.010
12070    1    0.010
12077    1    0.010
32029    1    0.010
32310    1    0.010
32344    1    0.010
32342    1    0.010
32341    1    0.010
11750    1    0.010
32339    1    0.010
32338    1    0.010
32335    1    0.010
11760    1    0.010
11770    1    0.010
32323    1    0.010
11776    1    0.010
32317    1    0.010
11745    1    0.010
11790    1    0.010
32305    1    0.010
32304    1    0.010
32303    1    0.010
32298    1    0.010
32295    1    0.010
32294    1    0.010
32292    1    0.010
11795    1    0.010
11797    1    0.010
11798    1    0.010
32366    1    0.010
11714    1    0.010
32385    1    0.010
32384    1    0.010
32381    1    0.010
32380    1    0.010
32377    1    0.010
32376    1    0.010
32375    1    0.010
32374    1    0.010
32373    1    0.010
32372    1    0.010
32288    1    0.010
32365    1    0.010
32364    1    0.010
32362    1    0.010
32357    1    0.010
32355    1    0.010
32352    1    0.010
11740    1    0.010
32350    1    0.010
11741    1    0.010
32347    1    0.010
32346    1    0.010
11896    1    0.010
32235    1    0.010
11861    1    0.010
32231    1    0.010
11868    1    0.010
32226    1    0.010
11870    1    0.010
11874    1    0.010
11881    1    0.010
11884    1    0.010
11889    1    0.010
32210    1    0.010
32240    1    0.010
32203    1    0.010
11901    1    0.010
32198    1    0.010
32197    1    0.010
32196    1    0.010
32192    1    0.010
11907    1    0.010
11915    1    0.010
11916    1    0.010
32179    1    0.010
11935    1    0.010
32266    1    0.010
11800    1    0.010
11802    1    0.010
11804    1    0.010
32282    1    0.010
11823    1    0.010
11825    1    0.010
11829    1    0.010
11831    1    0.010
11834    1    0.010
32272    1    0.010
11835    1    0.010
27762    1    0.010
11844    1    0.010
32262    1    0.010
11853    1    0.010
32254    1    0.010
11857    1    0.010
32249    1    0.010
32248    1    0.010
32247    1    0.010
11860    1    0.010
32243    1    0.010
32242    1    0.010
23316    1    0.010
18914    1    0.010
18915    1    0.010
18916    1    0.010
23350    1    0.010
23349    1    0.010
18917    1    0.010
18918    1    0.010
23344    1    0.010
23342    1    0.010
23326    1    0.010
23325    1    0.010
23324    1    0.010
18910    1    0.010
18941    1    0.010
18946    1    0.010
18950    1    0.010
23308    1    0.010
18955    1    0.010
23306    1    0.010
23305    1    0.010
23304    1    0.010
23302    1    0.010
23301    1    0.010
23300    1    0.010
23389    1    0.010
23421    1    0.010
23418    1    0.010
18854    1    0.010
18859    1    0.010
23415    1    0.010
23414    1    0.010
23409    1    0.010
18870    1    0.010
23400    1    0.010
18882    1    0.010
23394    1    0.010
23296    1    0.010
23388    1    0.010
23387    1    0.010
23386    1    0.010
23385    1    0.010
23383    1    0.010
18896    1    0.010
18898    1    0.010
18902    1    0.010
18904    1    0.010
18905    1    0.010
23362    1    0.010
23207    1    0.010
23244    1    0.010
23240    1    0.010
19009    1    0.010
19011    1    0.010
23231    1    0.010
23225    1    0.010
19025    1    0.010
23220    1    0.010
23219    1    0.010
19029    1    0.010
19030    1    0.010
19034    1    0.010
23245    1    0.010
19038    1    0.010
23199    1    0.010
23196    1    0.010
23195    1    0.010
23194    1    0.010
19039    1    0.010
19042    1    0.010
23190    1    0.010
19047    1    0.010
23188    1    0.010
23187    1    0.010
23269    1    0.010
23292    1    0.010
18966    1    0.010
23289    1    0.010
23287    1    0.010
23285    1    0.010
23284    1    0.010
23281    1    0.010
23280    1    0.010
23279    1    0.010
18975    1    0.010
18979    1    0.010
23422    1    0.010
23267    1    0.010
18987    1    0.010
18990    1    0.010
23260    1    0.010
23258    1    0.010
23257    1    0.010
18995    1    0.010
18998    1    0.010
19000    1    0.010
19001    1    0.010
19003    1    0.010
23550    1    0.010
18752    1    0.010
23572    1    0.010
23571    1    0.010
18756    1    0.010
23567    1    0.010
23565    1    0.010
23564    1    0.010
23563    1    0.010
18764    1    0.010
18766    1    0.010
23553    1    0.010
18768    1    0.010
23574    1    0.010
18776    1    0.010
18778    1    0.010
23541    1    0.010
23540    1    0.010
23535    1    0.010
23532    1    0.010
18783    1    0.010
18788    1    0.010
23526    1    0.010
23522    1    0.010
23521    1    0.010
18720    1    0.010
18683    1    0.010
18686    1    0.010
23634    1    0.010
18699    1    0.010
18702    1    0.010
18703    1    0.010
23624    1    0.010
18708    1    0.010
18717    1    0.010
18718    1    0.010
18719    1    0.010
23519    1    0.010
18721    1    0.010
23609    1    0.010
23604    1    0.010
18727    1    0.010
18732    1    0.010
23594    1    0.010
23593    1    0.010
18734    1    0.010
18740    1    0.010
18741    1    0.010
18742    1    0.010
23439    1    0.010
18833    1    0.010
18834    1    0.010
18835    1    0.010
18836    1    0.010
18845    1    0.010
18848    1    0.010
23449    1    0.010
23447    1    0.010
18849    1    0.010
18850    1    0.010
23441    1    0.010
23440    1    0.010
18832    1    0.010
23438    1    0.010
18851    1    0.010
23435    1    0.010
23434    1    0.010
23433    1    0.010
23432    1    0.010
23429    1    0.010
23428    1    0.010
23427    1    0.010
23424    1    0.010
23423    1    0.010
18812    1    0.010
23518    1    0.010
23516    1    0.010
23515    1    0.010
18790    1    0.010
18791    1    0.010
23509    1    0.010
23508    1    0.010
18795    1    0.010
18796    1    0.010
18803    1    0.010
18808    1    0.010
23186    1    0.010
23494    1    0.010
23488    1    0.010
18825    1    0.010
23480    1    0.010
23477    1    0.010
23476    1    0.010
23475    1    0.010
23474    1    0.010
23472    1    0.010
18830    1    0.010
18831    1    0.010
19266    1    0.010
22929    1    0.010
22928    1    0.010
19232    1    0.010
22926    1    0.010
19234    1    0.010
22923    1    0.010
19242    1    0.010
19255    1    0.010
19261    1    0.010
22904    1    0.010
19265    1    0.010
22902    1    0.010
19230    1    0.010
19268    1    0.010
19270    1    0.010
19273    1    0.010
19283    1    0.010
22885    1    0.010
19285    1    0.010
19299    1    0.010
22875    1    0.010
22872    1    0.010
19309    1    0.010
22863    1    0.010
22959    1    0.010
22986    1    0.010
22983    1    0.010
22982    1    0.010
22976    1    0.010
22973    1    0.010
22970    1    0.010
22969    1    0.010
22968    1    0.010
19210    1    0.010
22963    1    0.010
22961    1    0.010
22862    1    0.010
22958    1    0.010
22951    1    0.010
19221    1    0.010
22946    1    0.010
22945    1    0.010
22943    1    0.010
22942    1    0.010
22938    1    0.010
19227    1    0.010
22934    1    0.010
22933    1    0.010
22777    1    0.010
22801    1    0.010
22800    1    0.010
22798    1    0.010
22796    1    0.010
19358    1    0.010
22793    1    0.010
22792    1    0.010
22789    1    0.010
22788    1    0.010
22783    1    0.010
19376    1    0.010
22779    1    0.010
19354    1    0.010
19387    1    0.010
19390    1    0.010
22763    1    0.010
22762    1    0.010
22749    1    0.010
19418    1    0.010
22747    1    0.010
22745    1    0.010
22743    1    0.010
19430    1    0.010
22733    1    0.010
22836    1    0.010
19316    1    0.010
19324    1    0.010
22855    1    0.010
22854    1    0.010
22853    1    0.010
22852    1    0.010
22851    1    0.010
22850    1    0.010
22849    1    0.010
22844    1    0.010
19327    1    0.010
22987    1    0.010
19332    1    0.010
22834    1    0.010
22831    1    0.010
19339    1    0.010
19342    1    0.010
19345    1    0.010
19349    1    0.010
22817    1    0.010
19350    1    0.010
22806    1    0.010
22803    1    0.010
23105    1    0.010
19086    1    0.010
19093    1    0.010
23128    1    0.010
23127    1    0.010
19098    1    0.010
19101    1    0.010
23113    1    0.010
23112    1    0.010
19102    1    0.010
23109    1    0.010
19104    1    0.010
19105    1    0.010
19085    1    0.010
23103    1    0.010
23099    1    0.010
23098    1    0.010
23097    1    0.010
23094    1    0.010
19108    1    0.010
23091    1    0.010
23090    1    0.010
23086    1    0.010
19110    1    0.010
19111    1    0.010
19066    1    0.010
23185    1    0.010
23183    1    0.010
23181    1    0.010
23175    1    0.010
19059    1    0.010
23171    1    0.010
23170    1    0.010
23169    1    0.010
19063    1    0.010
23165    1    0.010
23164    1    0.010
19114    1    0.010
23161    1    0.010
19068    1    0.010
23157    1    0.010
23154    1    0.010
19074    1    0.010
19076    1    0.010
19077    1    0.010
23144    1    0.010
19080    1    0.010
19084    1    0.010
23140    1    0.010
19177    1    0.010
19136    1    0.010
19138    1    0.010
19140    1    0.010
19142    1    0.010
19149    1    0.010
23033    1    0.010
19152    1    0.010
23025    1    0.010
19170    1    0.010
19175    1    0.010
23018    1    0.010
19132    1    0.010
23015    1    0.010
19185    1    0.010
23010    1    0.010
19187    1    0.010
19191    1    0.010
22998    1    0.010
22995    1    0.010
22993    1    0.010
22992    1    0.010
22991    1    0.010
22989    1    0.010
23064    1    0.010
19115    1    0.010
23078    1    0.010
23075    1    0.010
23074    1    0.010
23073    1    0.010
19117    1    0.010
19118    1    0.010
23069    1    0.010
19119    1    0.010
23066    1    0.010
23065    1    0.010
23642    1    0.010
23063    1    0.010
19120    1    0.010
23059    1    0.010
23057    1    0.010
19123    1    0.010
23055    1    0.010
23053    1    0.010
23052    1    0.010
23051    1    0.010
19130    1    0.010
23047    1    0.010
24313    1    0.010
24341    1    0.010
24339    1    0.010
24331    1    0.010
24330    1    0.010
24327    1    0.010
24326    1    0.010
17993    1    0.010
17997    1    0.010
17998    1    0.010
18008    1    0.010
24319    1    0.010
24317    1    0.010
24342    1    0.010
24312    1    0.010
24311    1    0.010
24310    1    0.010
24304    1    0.010
24297    1    0.010
18025    1    0.010
24287    1    0.010
24286    1    0.010
24283    1    0.010
24281    1    0.010
24279    1    0.010
24366    1    0.010
24388    1    0.010
24386    1    0.010
24385    1    0.010
24384    1    0.010
17953    1    0.010
24381    1    0.010
24379    1    0.010
24374    1    0.010
24372    1    0.010
17956    1    0.010
24367    1    0.010
24276    1    0.010
24365    1    0.010
24363    1    0.010
17967    1    0.010
17969    1    0.010
17972    1    0.010
24354    1    0.010
24353    1    0.010
24349    1    0.010
24347    1    0.010
24346    1    0.010
24345    1    0.010
24175    1    0.010
18096    1    0.010
24203    1    0.010
24201    1    0.010
24198    1    0.010
24196    1    0.010
18108    1    0.010
24192    1    0.010
24191    1    0.010
18119    1    0.010
18126    1    0.010
24179    1    0.010
18131    1    0.010
24210    1    0.010
24174    1    0.010
18137    1    0.010
24170    1    0.010
24161    1    0.010
24160    1    0.010
24151    1    0.010
24150    1    0.010
18177    1    0.010
24143    1    0.010
24140    1    0.010
24138    1    0.010
24249    1    0.010
18050    1    0.010
24271    1    0.010
24270    1    0.010
24269    1    0.010
24268    1    0.010
24267    1    0.010
24265    1    0.010
24264    1    0.010
18054    1    0.010
24256    1    0.010
18056    1    0.010
17938    1    0.010
18068    1    0.010
18069    1    0.010
18072    1    0.010
18073    1    0.010
18077    1    0.010
24227    1    0.010
24225    1    0.010
24224    1    0.010
18084    1    0.010
24220    1    0.010
18094    1    0.010
17884    1    0.010
24546    1    0.010
17859    1    0.010
17860    1    0.010
17874    1    0.010
17877    1    0.010
24525    1    0.010
24522    1    0.010
24521    1    0.010
24520    1    0.010
24518    1    0.010
24517    1    0.010
24514    1    0.010
24553    1    0.010
24511    1    0.010
17887    1    0.010
17888    1    0.010
24504    1    0.010
24501    1    0.010
17889    1    0.010
24499    1    0.010
24495    1    0.010
24494    1    0.010
24492    1    0.010
24491    1    0.010
24589    1    0.010
17776    1    0.010
17780    1    0.010
24612    1    0.010
17785    1    0.010
17786    1    0.010
17787    1    0.010
17788    1    0.010
17789    1    0.010
17821    1    0.010
17824    1    0.010
17831    1    0.010
24490    1    0.010
24587    1    0.010
24581    1    0.010
17838    1    0.010
24576    1    0.010
17841    1    0.010
17844    1    0.010
17846    1    0.010
24570    1    0.010
24565    1    0.010
17849    1    0.010
17852    1    0.010
24421    1    0.010
24448    1    0.010
24447    1    0.010
24442    1    0.010
24441    1    0.010
24437    1    0.010
24435    1    0.010
17918    1    0.010
24432    1    0.010
24430    1    0.010
17920    1    0.010
24427    1    0.010
24423    1    0.010
17911    1    0.010
24419    1    0.010
24418    1    0.010
24415    1    0.010
17925    1    0.010
24403    1    0.010
24398    1    0.010
24397    1    0.010
24396    1    0.010
24394    1    0.010
24393    1    0.010
17937    1    0.010
24474    1    0.010
24489    1    0.010
24488    1    0.010
17892    1    0.010
24486    1    0.010
24484    1    0.010
17893    1    0.010
24479    1    0.010
17897    1    0.010
24477    1    0.010
24476    1    0.010
24475    1    0.010
24137    1    0.010
24473    1    0.010
17898    1    0.010
24470    1    0.010
24469    1    0.010
24468    1    0.010
17900    1    0.010
17902    1    0.010
24464    1    0.010
24462    1    0.010
24460    1    0.010
24459    1    0.010
23788    1    0.010
23813    1    0.010
23810    1    0.010
18536    1    0.010
18538    1    0.010
18539    1    0.010
23802    1    0.010
23799    1    0.010
18545    1    0.010
18546    1    0.010
18547    1    0.010
23791    1    0.010
23789    1    0.010
23815    1    0.010
23787    1    0.010
23786    1    0.010
23783    1    0.010
18549    1    0.010
18550    1    0.010
23779    1    0.010
23778    1    0.010
23777    1    0.010
18551    1    0.010
18553    1    0.010
18556    1    0.010
18519    1    0.010
23876    1    0.010
23871    1    0.010
23870    1    0.010
23864    1    0.010
23863    1    0.010
23861    1    0.010
23860    1    0.010
23853    1    0.010
23847    1    0.010
23846    1    0.010
23843    1    0.010
18558    1    0.010
18521    1    0.010
23839    1    0.010
18524    1    0.010
18526    1    0.010
18527    1    0.010
23830    1    0.010
18528    1    0.010
18532    1    0.010
23822    1    0.010
23820    1    0.010
18533    1    0.010
23675    1    0.010
23701    1    0.010
18608    1    0.010
23697    1    0.010
18610    1    0.010
18615    1    0.010
23693    1    0.010
23690    1    0.010
18622    1    0.010
23687    1    0.010
23684    1    0.010
18628    1    0.010
18631    1    0.010
23705    1    0.010
23673    1    0.010
23669    1    0.010
18636    1    0.010
23663    1    0.010
18637    1    0.010
18638    1    0.010
18639    1    0.010
18665    1    0.010
18671    1    0.010
18673    1    0.010
23644    1    0.010
23736    1    0.010
18566    1    0.010
23754    1    0.010
23753    1    0.010
18568    1    0.010
23749    1    0.010
23746    1    0.010
23744    1    0.010
18576    1    0.010
23742    1    0.010
18579    1    0.010
23739    1    0.010
23881    1    0.010
23734    1    0.010
23727    1    0.010
23726    1    0.010
23724    1    0.010
23721    1    0.010
23720    1    0.010
23718    1    0.010
23717    1    0.010
23715    1    0.010
23712    1    0.010
23709    1    0.010
24042    1    0.010
24068    1    0.010
24063    1    0.010
24061    1    0.010
24059    1    0.010
18276    1    0.010
24057    1    0.010
24053    1    0.010
24047    1    0.010
24046    1    0.010
24045    1    0.010
24044    1    0.010
24043    1    0.010
24069    1    0.010
24039    1    0.010
24035    1    0.010
18335    1    0.010
24029    1    0.010
24026    1    0.010
24023    1    0.010
24021    1    0.010
18342    1    0.010
24019    1    0.010
18343    1    0.010
18344    1    0.010
24112    1    0.010
24136    1    0.010
24135    1    0.010
24131    1    0.010
24129    1    0.010
24128    1    0.010
24126    1    0.010
24122    1    0.010
18187    1    0.010
24118    1    0.010
24116    1    0.010
24114    1    0.010
18345    1    0.010
24111    1    0.010
24109    1    0.010
24108    1    0.010
24105    1    0.010
18204    1    0.010
18221    1    0.010
18253    1    0.010
24076    1    0.010
24075    1    0.010
24073    1    0.010
24071    1    0.010
18448    1    0.010
18407    1    0.010
23953    1    0.010
18413    1    0.010
18415    1    0.010
23947    1    0.010
18426    1    0.010
23934    1    0.010
18437    1    0.010
18446    1    0.010
18447    1    0.010
23921    1    0.010
18406    1    0.010
18450    1    0.010
18451    1    0.010
18453    1    0.010
23911    1    0.010
23907    1    0.010
18463    1    0.010
18466    1    0.010
23898    1    0.010
18483    1    0.010
18485    1    0.010
18487    1    0.010
18379    1    0.010
18353    1    0.010
18354    1    0.010
24004    1    0.010
24003    1    0.010
24002    1    0.010
24001    1    0.010
18358    1    0.010
23994    1    0.010
18367    1    0.010
23988    1    0.010
18378    1    0.010
22731    1    0.010
18381    1    0.010
23977    1    0.010
18382    1    0.010
23972    1    0.010
18384    1    0.010
18386    1    0.010
23968    1    0.010
18390    1    0.010
18397    1    0.010
18401    1    0.010
18403    1    0.010
20534    1    0.010
21498    1    0.010
21497    1    0.010
21496    1    0.010
20514    1    0.010
20515    1    0.010
20521    1    0.010
21487    1    0.010
21486    1    0.010
21485    1    0.010
20523    1    0.010
21483    1    0.010
20524    1    0.010
21499    1    0.010
20536    1    0.010
20546    1    0.010
20549    1    0.010
21467    1    0.010
21464    1    0.010
21462    1    0.010
21452    1    0.010
21451    1    0.010
21450    1    0.010
20566    1    0.010
20569    1    0.010
20495    1    0.010
21551    1    0.010
21548    1    0.010
21547    1    0.010
21546    1    0.010
20477    1    0.010
20479    1    0.010
20480    1    0.010
20482    1    0.010
20485    1    0.010
20486    1    0.010
21523    1    0.010
21443    1    0.010
21518    1    0.010
20498    1    0.010
21515    1    0.010
20500    1    0.010
21513    1    0.010
21512    1    0.010
21510    1    0.010
20503    1    0.010
21503    1    0.010
20508    1    0.010
21501    1    0.010
21364    1    0.010
20623    1    0.010
21386    1    0.010
21385    1    0.010
21381    1    0.010
20629    1    0.010
21373    1    0.010
20630    1    0.010
21371    1    0.010
20631    1    0.010
20637    1    0.010
20638    1    0.010
20640    1    0.010
20621    1    0.010
20641    1    0.010
21361    1    0.010
20643    1    0.010
20645    1    0.010
20647    1    0.010
21355    1    0.010
20651    1    0.010
21352    1    0.010
20653    1    0.010
21349    1    0.010
21348    1    0.010
20602    1    0.010
20575    1    0.010
21439    1    0.010
20578    1    0.010
21435    1    0.010
20579    1    0.010
20582    1    0.010
20583    1    0.010
20585    1    0.010
21417    1    0.010
20597    1    0.010
20600    1    0.010
21555    1    0.010
20605    1    0.010
21407    1    0.010
21406    1    0.010
21405    1    0.010
21404    1    0.010
21403    1    0.010
21401    1    0.010
20606    1    0.010
20610    1    0.010
20615    1    0.010
21390    1    0.010
21694    1    0.010
20345    1    0.010
20346    1    0.010
20347    1    0.010
20348    1    0.010
20350    1    0.010
21725    1    0.010
21717    1    0.010
21716    1    0.010
21712    1    0.010
21711    1    0.010
20369    1    0.010
21696    1    0.010
21734    1    0.010
21692    1    0.010
21691    1    0.010
20375    1    0.010
21689    1    0.010
20378    1    0.010
20382    1    0.010
21683    1    0.010
21680    1    0.010
21677    1    0.010
21676    1    0.010
20387    1    0.010
21767    1    0.010
21795    1    0.010
21794    1    0.010
21793    1    0.010
21786    1    0.010
21785    1    0.010
20293    1    0.010
20295    1    0.010
20296    1    0.010
21777    1    0.010
20303    1    0.010
21768    1    0.010
21673    1    0.010
21766    1    0.010
21755    1    0.010
21754    1    0.010
21752    1    0.010
21751    1    0.010
21750    1    0.010
21747    1    0.010
20319    1    0.010
20338    1    0.010
20340    1    0.010
20341    1    0.010
21581    1    0.010
21616    1    0.010
21614    1    0.010
21604    1    0.010
21600    1    0.010
21598    1    0.010
20441    1    0.010
20442    1    0.010
20453    1    0.010
20455    1    0.010
20457    1    0.010
20458    1    0.010
21584    1    0.010
21618    1    0.010
21578    1    0.010
21576    1    0.010
20461    1    0.010
21571    1    0.010
20467    1    0.010
21569    1    0.010
21568    1    0.010
21563    1    0.010
21560    1    0.010
21559    1    0.010
21556    1    0.010
21637    1    0.010
20388    1    0.010
20392    1    0.010
21661    1    0.010
20394    1    0.010
21656    1    0.010
20399    1    0.010
21646    1    0.010
20406    1    0.010
20407    1    0.010
21641    1    0.010
20408    1    0.010
21345    1    0.010
21636    1    0.010
21635    1    0.010
21634    1    0.010
21633    1    0.010
21632    1    0.010
20409    1    0.010
21628    1    0.010
21625    1    0.010
21624    1    0.010
20411    1    0.010
20413    1    0.010
20819    1    0.010
21116    1    0.010
21115    1    0.010
21114    1    0.010
21110    1    0.010
20807    1    0.010
20808    1    0.010
21104    1    0.010
20811    1    0.010
20813    1    0.010
21098    1    0.010
21097    1    0.010
21096    1    0.010
21117    1    0.010
20820    1    0.010
20821    1    0.010
21082    1    0.010
21081    1    0.010
21080    1    0.010
21079    1    0.010
20824    1    0.010
20826    1    0.010
21073    1    0.010
21071    1    0.010
21070    1    0.010
21136    1    0.010
21163    1    0.010
20771    1    0.010
21156    1    0.010
21154    1    0.010
21151    1    0.010
21150    1    0.010
21149    1    0.010
20795    1    0.010
21144    1    0.010
21142    1    0.010
21141    1    0.010
21068    1    0.010
20800    1    0.010
21133    1    0.010
21129    1    0.010
21128    1    0.010
21126    1    0.010
20802    1    0.010
21124    1    0.010
21123    1    0.010
21120    1    0.010
21119    1    0.010
21118    1    0.010
20972    1    0.010
21001    1    0.010
20884    1    0.010
20886    1    0.010
20994    1    0.010
20896    1    0.010
20897    1    0.010
20983    1    0.010
20904    1    0.010
20905    1    0.010
20976    1    0.010
20909    1    0.010
20973    1    0.010
20875    1    0.010
20971    1    0.010
20970    1    0.010
20911    1    0.010
20968    1    0.010
20913    1    0.010
20962    1    0.010
20924    1    0.010
20958    1    0.010
20926    1    0.010
20952    1    0.010
20944    1    0.010
20837    1    0.010
21067    1    0.010
20828    1    0.010
21059    1    0.010
21056    1    0.010
21055    1    0.010
21052    1    0.010
21051    1    0.010
21050    1    0.010
21049    1    0.010
20835    1    0.010
20836    1    0.010
20770    1    0.010
20844    1    0.010
21031    1    0.010
20847    1    0.010
20850    1    0.010
20856    1    0.010
20863    1    0.010
20864    1    0.010
21016    1    0.010
20868    1    0.010
20870    1    0.010
20874    1    0.010
21281    1    0.010
21300    1    0.010
21298    1    0.010
20692    1    0.010
20693    1    0.010
21294    1    0.010
21293    1    0.010
21289    1    0.010
21288    1    0.010
21287    1    0.010
21284    1    0.010
21283    1    0.010
21282    1    0.010
21301    1    0.010
21280    1    0.010
21279    1    0.010
21278    1    0.010
20696    1    0.010
21275    1    0.010
21273    1    0.010
21272    1    0.010
21269    1    0.010
20702    1    0.010
21266    1    0.010
21265    1    0.010
21320    1    0.010
21344    1    0.010
21343    1    0.010
21341    1    0.010
21339    1    0.010
21337    1    0.010
20659    1    0.010
20660    1    0.010
