   40 1134    42.138
   44 1055    37.334
51246    2    0.002
 8383    2    0.002
43339    2    0.002
35109    2    0.002
51384    2    0.002
 7733    2    0.002
42198    2    0.002
17408    2    0.002
28893    2    0.002
17332    2    0.002
17412    2    0.002
50735    2    0.002
54822    2    0.002
31655    2    0.002
43195    2    0.002
29008    2    0.002
35217    2    0.002
42219    2    0.002
 8430    2    0.002
55820    2    0.002
39239    2    0.002
39571    2    0.002
42136    2    0.002
55399    2    0.002
15939    2    0.002
34935    2    0.002
17305    2    0.002
43513    2    0.002
42874    2    0.002
29724    2    0.002
50747    2    0.002
42916    2    0.002
 8630    2    0.002
52515    2    0.002
 7713    2    0.002
39444    2    0.002
51064    2    0.002
18051    2    0.002
40023    2    0.002
42993    2    0.002
29092    2    0.002
 8561    2    0.002
42019    2    0.002
18555    2    0.002
29468    2    0.002
18713    2    0.002
17385    2    0.002
18086    2    0.002
55488    2    0.002
18365    2    0.002
54818    2    0.002
10262    2    0.002
17732    2    0.002
 9004    2    0.002
29066    2    0.002
 8321    2    0.002
39348    2    0.002
 9191    2    0.002
31358    2    0.002
29104    2    0.002
43305    2    0.002
17896    2    0.002
42997    2    0.002
10906    2    0.002
18722    2    0.002
17919    2    0.002
34860    2    0.002
29271    2    0.002
17648    2    0.002
51036    2    0.002
50989    2    0.002
17715    2    0.002
42924    2    0.002
17717    2    0.002
17195    2    0.002
 8677    2    0.002
51162    2    0.002
39347    2    0.002
39552    2    0.002
18480    2    0.002
29083    2    0.002
15909    2    0.002
 8839    2    0.002
43228    2    0.002
34948    2    0.002
51219    2    0.002
29986    2    0.002
39234    2    0.002
43595    2    0.002
 7652    2    0.002
42229    2    0.002
51305    2    0.002
15641    2    0.002
52360    2    0.002
42130    2    0.002
31291    2    0.002
39492    2    0.002
52496    2    0.002
31694    2    0.002
18028    2    0.002
55929    2    0.002
54948    2    0.002
16070    2    0.002
29497    2    0.002
34902    2    0.002
17098    2    0.002
39328    2    0.002
50757    2    0.002
54758    2    0.002
18632    2    0.002
15596    2    0.002
29323    2    0.002
29590    2    0.002
15762    2    0.002
43638    2    0.002
29257    2    0.002
29824    2    0.002
31447    2    0.002
29586    2    0.002
39169    2    0.002
52474    2    0.002
35117    2    0.002
18067    2    0.002
 8018    2    0.002
55606    2    0.002
52220    2    0.002
52199    2    0.002
 7869    2    0.002
18055    2    0.002
34235    2    0.002
51040    2    0.002
29466    2    0.002
39513    2    0.002
30088    2    0.002
40115    2    0.002
17396    2    0.002
55665    2    0.002
55467    2    0.002
29048    2    0.002
29619    2    0.002
16000    2    0.002
29607    2    0.002
29296    2    0.002
17386    2    0.002
29599    2    0.002
10595    2    0.002
 7343    2    0.002
18352    2    0.002
 7966    2    0.002
43496    2    0.002
15951    2    0.002
34818    2    0.002
51357    2    0.002
40047    2    0.002
51232    2    0.002
 4578    2    0.002
41951    2    0.002
33409    2    0.002
26475    2    0.002
33437    2    0.002
22764    2    0.002
36671    2    0.002
12202    2    0.002
 9780    2    0.002
45634    2    0.002
37972    2    0.002
42567    2    0.002
48024    2    0.002
32666    2    0.002
54175    2    0.002
13625    2    0.002
57418    2    0.002
53424    2    0.002
36721    2    0.002
22845    2    0.002
45671    2    0.002
22870    2    0.002
54168    2    0.002
47979    2    0.002
47975    2    0.002
47968    2    0.002
22932    2    0.002
22939    2    0.002
45716    2    0.002
36613    2    0.002
26593    2    0.002
41238    2    0.002
36589    2    0.002
48206    2    0.002
48203    2    0.002
13815    2    0.002
22532    2    0.002
 3597    2    0.002
36598    2    0.002
22557    2    0.002
26546    2    0.002
26544    2    0.002
12168    2    0.002
16608    2    0.002
48149    2    0.002
48135    2    0.002
26517    2    0.002
13761    2    0.002
48114    2    0.002
53381    2    0.002
13734    2    0.002
 3329    2    0.002
36634    2    0.002
31078    2    0.002
38016    2    0.002
12175    2    0.002
26186    2    0.002
12301    2    0.002
33383    2    0.002
33379    2    0.002
32773    2    0.002
13499    2    0.002
47819    2    0.002
13498    2    0.002
13494    2    0.002
45806    2    0.002
23135    2    0.002
 2658    2    0.002
45814    2    0.002
31062    2    0.002
36812    2    0.002
41134    2    0.002
47782    2    0.002
37849    2    0.002
33358    2    0.002
36846    2    0.002
45845    2    0.002
13444    2    0.002
40683    2    0.002
45861    2    0.002
41126    2    0.002
34511    2    0.002
47746    2    0.002
54151    2    0.002
36757    2    0.002
45717    2    0.002
47940    2    0.002
22974    2    0.002
32726    2    0.002
22978    2    0.002
32734    2    0.002
36764    2    0.002
41171    2    0.002
51826    2    0.002
26307    2    0.002
40652    2    0.002
48215    2    0.002
26287    2    0.002
32745    2    0.002
37907    2    0.002
37905    2    0.002
23027    2    0.002
36780    2    0.002
 2802    2    0.002
36782    2    0.002
32754    2    0.002
16598    2    0.002
 2779    2    0.002
41149    2    0.002
48524    2    0.002
 4073    2    0.002
38260    2    0.002
48579    2    0.002
14084    2    0.002
36403    2    0.002
 4033    2    0.002
 9682    2    0.002
 4027    2    0.002
32534    2    0.002
53230    2    0.002
57157    2    0.002
45263    2    0.002
48525    2    0.002
45211    2    0.002
 4009    2    0.002
45282    2    0.002
22066    2    0.002
26855    2    0.002
22084    2    0.002
45309    2    0.002
22105    2    0.002
40564    2    0.002
12021    2    0.002
53261    2    0.002
36455    2    0.002
54269    2    0.002
45175    2    0.002
21730    2    0.002
36303    2    0.002
14187    2    0.002
 9638    2    0.002
36314    2    0.002
55212    2    0.002
53166    2    0.002
53168    2    0.002
11932    2    0.002
31102    2    0.002
34568    2    0.002
53190    2    0.002
27022    2    0.002
22129    2    0.002
21907    2    0.002
42637    2    0.002
41368    2    0.002
26985    2    0.002
51742    2    0.002
33599    2    0.002
33597    2    0.002
26967    2    0.002
45202    2    0.002
45205    2    0.002
21955    2    0.002
14097    2    0.002
48263    2    0.002
22304    2    0.002
26710    2    0.002
 3726    2    0.002
41272    2    0.002
 3720    2    0.002
45437    2    0.002
38125    2    0.002
48299    2    0.002
48287    2    0.002
 3649    2    0.002
45456    2    0.002
12090    2    0.002
45467    2    0.002
48324    2    0.002
45471    2    0.002
45475    2    0.002
48254    2    0.002
39792    2    0.002
45477    2    0.002
13862    2    0.002
53338    2    0.002
54220    2    0.002
32631    2    0.002
22430    2    0.002
48235    2    0.002
41241    2    0.002
36479    2    0.002
40572    2    0.002
48426    2    0.002
48425    2    0.002
16715    2    0.002
38183    2    0.002
54257    2    0.002
22176    2    0.002
45362    2    0.002
26773    2    0.002
48394    2    0.002
48391    2    0.002
48389    2    0.002
23242    2    0.002
48383    2    0.002
48379    2    0.002
22228    2    0.002
36495    2    0.002
45390    2    0.002
12062    2    0.002
 3766    2    0.002
38143    2    0.002
57274    2    0.002
33481    2    0.002
48329    2    0.002
32607    2    0.002
37512    2    0.002
47100    2    0.002
25277    2    0.002
46432    2    0.002
53957    2    0.002
39881    2    0.002
  840    2    0.002
58018    2    0.002
33016    2    0.002
13033    2    0.002
53953    2    0.002
13018    2    0.002
40805    2    0.002
  814    2    0.002
33014    2    0.002
24272    2    0.002
40936    2    0.002
47048    2    0.002
58051    2    0.002
16321    2    0.002
33185    2    0.002
33037    2    0.002
37226    2    0.002
55077    2    0.002
53938    2    0.002
47010    2    0.002
53800    2    0.002
46373    2    0.002
47225    2    0.002
53724    2    0.002
47214    2    0.002
57960    2    0.002
25439    2    0.002
46344    2    0.002
13119    2    0.002
13114    2    0.002
  931    2    0.002
24130    2    0.002
  874    2    0.002
46357    2    0.002
12619    2    0.002
47006    2    0.002
16423    2    0.002
53968    2    0.002
24164    2    0.002
24177    2    0.002
24182    2    0.002
25356    2    0.002
24207    2    0.002
46404    2    0.002
12639    2    0.002
51936    2    0.002
33005    2    0.002
24221    2    0.002
58194    2    0.002
53910    2    0.002
24523    2    0.002
24876    2    0.002
46842    2    0.002
24871    2    0.002
53864    2    0.002
12716    2    0.002
24526    2    0.002
37313    2    0.002
46653    2    0.002
12717    2    0.002
37335    2    0.002
33115    2    0.002
33096    2    0.002
55062    2    0.002
53895    2    0.002
46696    2    0.002
58211    2    0.002
33140    2    0.002
  126    2    0.002
  113    2    0.002
46708    2    0.002
46753    2    0.002
   85    2    0.002
24705    2    0.002
24716    2    0.002
46957    2    0.002
37488    2    0.002
46496    2    0.002
24329    2    0.002
37240    2    0.002
58078    2    0.002
10000    2    0.002
58081    2    0.002
46980    2    0.002
53811    2    0.002
25102    2    0.002
46522    2    0.002
33054    2    0.002
32960    2    0.002
25033    2    0.002
12697    2    0.002
51957    2    0.002
37276    2    0.002
37455    2    0.002
51981    2    0.002
12905    2    0.002
24493    2    0.002
24939    2    0.002
12706    2    0.002
  483    2    0.002
12868    2    0.002
25926    2    0.002
12390    2    0.002
25998    2    0.002
41082    2    0.002
34499    2    0.002
37757    2    0.002
55044    2    0.002
41076    2    0.002
45998    2    0.002
37751    2    0.002
57735    2    0.002
23489    2    0.002
36916    2    0.002
46005    2    0.002
39913    2    0.002
23511    2    0.002
54064    2    0.002
46024    2    0.002
57757    2    0.002
25916    2    0.002
46028    2    0.002
23543    2    0.002
57760    2    0.002
47531    2    0.002
30811    2    0.002
46036    2    0.002
46038    2    0.002
47679    2    0.002
23251    2    0.002
53531    2    0.002
26084    2    0.002
16292    2    0.002
54103    2    0.002
37818    2    0.002
47707    2    0.002
53540    2    0.002
12362    2    0.002
47690    2    0.002
54095    2    0.002
23327    2    0.002
36879    2    0.002
25903    2    0.002
47678    2    0.002
57673    2    0.002
13407    2    0.002
45932    2    0.002
42516    2    0.002
13402    2    0.002
32819    2    0.002
36887    2    0.002
 2330    2    0.002
47639    2    0.002
30782    2    0.002
45962    2    0.002
37591    2    0.002
57884    2    0.002
41015    2    0.002
37622    2    0.002
42469    2    0.002
47301    2    0.002
25600    2    0.002
13152    2    0.002
53995    2    0.002
46264    2    0.002
47279    2    0.002
23975    2    0.002
53700    2    0.002
 1115    2    0.002
47347    2    0.002
46279    2    0.002
23985    2    0.002
40998    2    0.002
32928    2    0.002
25523    2    0.002
24016    2    0.002
37112    2    0.002
53716    2    0.002
24041    2    0.002
12591    2    0.002
47233    2    0.002
47228    2    0.002
46128    2    0.002
37725    2    0.002
36978    2    0.002
51876    2    0.002
42498    2    0.002
25872    2    0.002
36987    2    0.002
25854    2    0.002
12446    2    0.002
37690    2    0.002
12449    2    0.002
30819    2    0.002
 1636    2    0.002
15448    2    0.002
47435    2    0.002
39848    2    0.002
46147    2    0.002
57833    2    0.002
34470    2    0.002
 1470    2    0.002
37651    2    0.002
32901    2    0.002
53662    2    0.002
23798    2    0.002
34411    2    0.002
 1378    2    0.002
56337    2    0.002
35634    2    0.002
44118    2    0.002
19906    2    0.002
28369    2    0.002
44137    2    0.002
30299    2    0.002
 6355    2    0.002
15066    2    0.002
19971    2    0.002
31192    2    0.002
 6289    2    0.002
15021    2    0.002
 6246    2    0.002
19879    2    0.002
44168    2    0.002
 9346    2    0.002
20049    2    0.002
 9349    2    0.002
20069    2    0.002
 6152    2    0.002
54590    2    0.002
 9356    2    0.002
 6116    2    0.002
44226    2    0.002
 6088    2    0.002
14961    2    0.002
38937    2    0.002
40259    2    0.002
55342    2    0.002
50034    2    0.002
35588    2    0.002
56241    2    0.002
19626    2    0.002
56244    2    0.002
38944    2    0.002
15124    2    0.002
50015    2    0.002
31997    2    0.002
44063    2    0.002
44064    2    0.002
41711    2    0.002
38936    2    0.002
28413    2    0.002
44081    2    0.002
15110    2    0.002
39972    2    0.002
51536    2    0.002
19766    2    0.002
19784    2    0.002
44097    2    0.002
 6443    2    0.002
52709    2    0.002
49935    2    0.002
49588    2    0.002
32124    2    0.002
44358    2    0.002
41657    2    0.002
20460    2    0.002
 5457    2    0.002
52836    2    0.002
 4237    2    0.002
41653    2    0.002
28163    2    0.002
49611    2    0.002
54542    2    0.002
 5394    2    0.002
20510    2    0.002
16916    2    0.002
11402    2    0.002
11411    2    0.002
49579    2    0.002
51591    2    0.002
52854    2    0.002
42752    2    0.002
49566    2    0.002
20565    2    0.002
35843    2    0.002
 5365    2    0.002
54527    2    0.002
16903    2    0.002
40320    2    0.002
20220    2    0.002
35729    2    0.002
56404    2    0.002
41705    2    0.002
54977    2    0.002
 6013    2    0.002
51565    2    0.002
20229    2    0.002
49747    2    0.002
44261    2    0.002
 5928    2    0.002
28268    2    0.002
 9288    2    0.002
 5834    2    0.002
20312    2    0.002
28260    2    0.002
20390    2    0.002
30350    2    0.002
 5508    2    0.002
42769    2    0.002
34663    2    0.002
44333    2    0.002
44340    2    0.002
28203    2    0.002
20416    2    0.002
54701    2    0.002
31778    2    0.002
50349    2    0.002
50348    2    0.002
30204    2    0.002
18997    2    0.002
34092    2    0.002
19008    2    0.002
50330    2    0.002
35414    2    0.002
19022    2    0.002
43793    2    0.002
56071    2    0.002
31797    2    0.002
15415    2    0.002
31801    2    0.002
43810    2    0.002
31820    2    0.002
52582    2    0.002
15334    2    0.002
35434    2    0.002
43819    2    0.002
31832    2    0.002
30233    2    0.002
 6920    2    0.002
28673    2    0.002
43834    2    0.002
41920    2    0.002
39144    2    0.002
43697    2    0.002
39635    2    0.002
50434    2    0.002
50431    2    0.002
50429    2    0.002
42266    2    0.002
35316    2    0.002
10952    2    0.002
15446    2    0.002
56011    2    0.002
35342    2    0.002
18912    2    0.002
35454    2    0.002
 7139    2    0.002
50395    2    0.002
18925    2    0.002
52541    2    0.002
52544    2    0.002
28756    2    0.002
50374    2    0.002
31769    2    0.002
28749    2    0.002
18972    2    0.002
18982    2    0.002
15440    2    0.002
35563    2    0.002
15247    2    0.002
43916    2    0.002
43917    2    0.002
15241    2    0.002
54677    2    0.002
41827    2    0.002
39655    2    0.002
43947    2    0.002
10202    2    0.002
28522    2    0.002
39002    2    0.002
38996    2    0.002
34047    2    0.002
31887    2    0.002
11118    2    0.002
50087    2    0.002
40247    2    0.002
50078    2    0.002
15157    2    0.002
52666    2    0.002
 6551    2    0.002
34027    2    0.002
38966    2    0.002
56226    2    0.002
50047    2    0.002
38965    2    0.002
 6768    2    0.002
19103    2    0.002
31853    2    0.002
43846    2    0.002
 6813    2    0.002
56110    2    0.002
54690    2    0.002
35468    2    0.002
52599    2    0.002
42825    2    0.002
43857    2    0.002
43865    2    0.002
41852    2    0.002
32132    2    0.002
28625    2    0.002
34715    2    0.002
35484    2    0.002
56137    2    0.002
 6719    2    0.002
19253    2    0.002
31870    2    0.002
56144    2    0.002
11084    2    0.002
28576    2    0.002
35492    2    0.002
 6708    2    0.002
54411    2    0.002
 4737    2    0.002
40432    2    0.002
27565    2    0.002
11667    2    0.002
14447    2    0.002
 4606    2    0.002
51667    2    0.002
49055    2    0.002
16829    2    0.002
32392    2    0.002
44831    2    0.002
55248    2    0.002
 4744    2    0.002
32407    2    0.002
 4562    2    0.002
21378    2    0.002
44859    2    0.002
 4539    2    0.002
44860    2    0.002
38459    2    0.002
11701    2    0.002
21427    2    0.002
14369    2    0.002
21465    2    0.002
56786    2    0.002
14562    2    0.002
14561    2    0.002
38556    2    0.002
16158    2    0.002
33832    2    0.002
33822    2    0.002
54451    2    0.002
16164    2    0.002
21223    2    0.002
31142    2    0.002
49137    2    0.002
21230    2    0.002
 4500    2    0.002
41510    2    0.002
36061    2    0.002
27634    2    0.002
 4813    2    0.002
27619    2    0.002
35854    2    0.002
49105    2    0.002
49102    2    0.002
33803    2    0.002
51660    2    0.002
51663    2    0.002
48800    2    0.002
56953    2    0.002
 4362    2    0.002
36257    2    0.002
11828    2    0.002
27243    2    0.002
21644    2    0.002
38381    2    0.002
27237    2    0.002
38375    2    0.002
45016    2    0.002
45019    2    0.002
 4324    2    0.002
42337    2    0.002
36283    2    0.002
27183    2    0.002
34590    2    0.002
55011    2    0.002
48762    2    0.002
45071    2    0.002
45075    2    0.002
21724    2    0.002
33663    2    0.002
27137    2    0.002
 4238    2    0.002
27346    2    0.002
44895    2    0.002
56894    2    0.002
 4487    2    0.002
27418    2    0.002
27408    2    0.002
11747    2    0.002
56903    2    0.002
48942    2    0.002
27373    2    0.002
38432    2    0.002
39747    2    0.002
41500    2    0.002
21534    2    0.002
21537    2    0.002
27341    2    0.002
 4449    2    0.002
 4440    2    0.002
16798    2    0.002
38413    2    0.002
11773    2    0.002
54377    2    0.002
38404    2    0.002
54374    2    0.002
56635    2    0.002
30408    2    0.002
20731    2    0.002
56602    2    0.002
39962    2    0.002
20753    2    0.002
33889    2    0.002
44525    2    0.002
33871    2    0.002
41586    2    0.002
20780    2    0.002
35938    2    0.002
20716    2    0.002
44545    2    0.002
44547    2    0.002
41578    2    0.002
27934    2    0.002
16883    2    0.002
52098    2    0.002
 5131    2    0.002
 5123    2    0.002
20891    2    0.002
35951    2    0.002
40381    2    0.002
49481    2    0.002
35861    2    0.002
20617    2    0.002
51598    2    0.002
20619    2    0.002
30391    2    0.002
20626    2    0.002
56570    2    0.002
30403    2    0.002
14765    2    0.002
52885    2    0.002
38687    2    0.002
39713    2    0.002
49480    2    0.002
16899    2    0.002
56581    2    0.002
35901    2    0.002
38682    2    0.002
56584    2    0.002
35904    2    0.002
32193    2    0.002
20707    2    0.002
56594    2    0.002
16894    2    0.002
27858    2    0.002
38609    2    0.002
32296    2    0.002
49225    2    0.002
49276    2    0.002
32301    2    0.002
 5020    2    0.002
16860    2    0.002
32316    2    0.002
36001    2    0.002
49305    2    0.002
34354    2    0.002
27760    2    0.002
20957    2    0.002
35972    2    0.002
21076    2    0.002
21078    2    0.002
27738    2    0.002
20922    2    0.002
52971    2    0.002
35991    2    0.002
11580    2    0.002
14576    2    0.002
49212    2    0.002
44677    2    0.002
52935    2    0.002
44591    2    0.002
10083    1    0.001
54953    1    0.001
34393    1    0.001
39983    1    0.001
39981    1    0.001
10019    1    0.001
34299    1    0.001
10233    1    0.001
34366    1    0.001
55060    1    0.001
54942    1    0.001
54974    1    0.001
10088    1    0.001
10005    1    0.001
40007    1    0.001
54996    1    0.001
10043    1    0.001
39941    1    0.001
55050    1    0.001
34373    1    0.001
10235    1    0.001
54985    1    0.001
54986    1    0.001
34326    1    0.001
39902    1    0.001
39990    1    0.001
54947    1    0.001
55018    1    0.001
34418    1    0.001
54949    1    0.001
39910    1    0.001
55010    1    0.001
39937    1    0.001
39918    1    0.001
34309    1    0.001
39982    1    0.001
34414    1    0.001
54943    1    0.001
34316    1    0.001
39978    1    0.001
54945    1    0.001
54998    1    0.001
39959    1    0.001
10104    1    0.001
54975    1    0.001
10106    1    0.001
54988    1    0.001
39993    1    0.001
54933    1    0.001
55043    1    0.001
55048    1    0.001
10060    1    0.001
54999    1    0.001
10188    1    0.001
54990    1    0.001
54482    1    0.001
34385    1    0.001
55035    1    0.001
54939    1    0.001
34416    1    0.001
10203    1    0.001
34358    1    0.001
34361    1    0.001
55036    1    0.001
54960    1    0.001
39933    1    0.001
 9999    1    0.001
34295    1    0.001
39965    1    0.001
10232    1    0.001
39917    1    0.001
34303    1    0.001
55053    1    0.001
34390    1    0.001
55059    1    0.001
39966    1    0.001
54962    1    0.001
34384    1    0.001
54980    1    0.001
55027    1    0.001
34343    1    0.001
34308    1    0.001
34315    1    0.001
34305    1    0.001
39914    1    0.001
54243    1    0.001
54258    1    0.001
54256    1    0.001
54255    1    0.001
33513    1    0.001
12052    1    0.001
54250    1    0.001
12057    1    0.001
54246    1    0.001
54245    1    0.001
12045    1    0.001
40587    1    0.001
54239    1    0.001
54238    1    0.001
54236    1    0.001
12067    1    0.001
54234    1    0.001
54233    1    0.001
40592    1    0.001
33473    1    0.001
54286    1    0.001
54301    1    0.001
11959    1    0.001
33587    1    0.001
54295    1    0.001
54294    1    0.001
40542    1    0.001
33574    1    0.001
33572    1    0.001
54287    1    0.001
40598    1    0.001
33565    1    0.001
33559    1    0.001
33547    1    0.001
33542    1    0.001
54279    1    0.001
12035    1    0.001
54263    1    0.001
54262    1    0.001
54260    1    0.001
33422    1    0.001
54195    1    0.001
40620    1    0.001
54192    1    0.001
40621    1    0.001
40625    1    0.001
12204    1    0.001
54185    1    0.001
40626    1    0.001
54183    1    0.001
54196    1    0.001
40634    1    0.001
54180    1    0.001
54178    1    0.001
33419    1    0.001
40638    1    0.001
54172    1    0.001
54171    1    0.001
54170    1    0.001
54169    1    0.001
40611    1    0.001
40600    1    0.001
33467    1    0.001
12128    1    0.001
54214    1    0.001
54212    1    0.001
33458    1    0.001
33456    1    0.001
12154    1    0.001
33453    1    0.001
54303    1    0.001
33449    1    0.001
33446    1    0.001
54202    1    0.001
33445    1    0.001
54200    1    0.001
40618    1    0.001
33438    1    0.001
12173    1    0.001
11770    1    0.001
33718    1    0.001
33714    1    0.001
11750    1    0.001
54391    1    0.001
54390    1    0.001
54389    1    0.001
54388    1    0.001
54386    1    0.001
54385    1    0.001
40453    1    0.001
54382    1    0.001
54378    1    0.001
40469    1    0.001
40470    1    0.001
11790    1    0.001
33700    1    0.001
33696    1    0.001
40475    1    0.001
11798    1    0.001
40441    1    0.001
54425    1    0.001
54424    1    0.001
54421    1    0.001
11683    1    0.001
40436    1    0.001
54417    1    0.001
33753    1    0.001
11687    1    0.001
33752    1    0.001
40476    1    0.001
40442    1    0.001
33741    1    0.001
40446    1    0.001
33736    1    0.001
40450    1    0.001
11714    1    0.001
33733    1    0.001
11741    1    0.001
54319    1    0.001
33644    1    0.001
40510    1    0.001
33636    1    0.001
54329    1    0.001
11915    1    0.001
33632    1    0.001
33621    1    0.001
54321    1    0.001
54320    1    0.001
33646    1    0.001
54318    1    0.001
33620    1    0.001
54313    1    0.001
40523    1    0.001
33607    1    0.001
54308    1    0.001
54307    1    0.001
54305    1    0.001
54304    1    0.001
54351    1    0.001
11804    1    0.001
54363    1    0.001
54360    1    0.001
54359    1    0.001
33673    1    0.001
54356    1    0.001
54355    1    0.001
40489    1    0.001
54352    1    0.001
33406    1    0.001
54349    1    0.001
11853    1    0.001
54347    1    0.001
11857    1    0.001
11861    1    0.001
54339    1    0.001
11889    1    0.001
33648    1    0.001
53979    1    0.001
53992    1    0.001
12560    1    0.001
40781    1    0.001
53989    1    0.001
12561    1    0.001
53986    1    0.001
53983    1    0.001
12592    1    0.001
12593    1    0.001
33236    1    0.001
12599    1    0.001
53974    1    0.001
12601    1    0.001
33221    1    0.001
12609    1    0.001
33220    1    0.001
40799    1    0.001
53962    1    0.001
53961    1    0.001
54005    1    0.001
54021    1    0.001
33269    1    0.001
33257    1    0.001
40760    1    0.001
12511    1    0.001
12537    1    0.001
12539    1    0.001
54007    1    0.001
33241    1    0.001
53960    1    0.001
12542    1    0.001
40774    1    0.001
40776    1    0.001
40777    1    0.001
53998    1    0.001
53997    1    0.001
53996    1    0.001
53994    1    0.001
33144    1    0.001
40828    1    0.001
40832    1    0.001
53915    1    0.001
33156    1    0.001
12709    1    0.001
12711    1    0.001
33148    1    0.001
12712    1    0.001
12714    1    0.001
53923    1    0.001
53902    1    0.001
12718    1    0.001
40845    1    0.001
33142    1    0.001
40847    1    0.001
12728    1    0.001
33141    1    0.001
33139    1    0.001
37371    1    0.001
33181    1    0.001
53959    1    0.001
12642    1    0.001
53951    1    0.001
40807    1    0.001
40808    1    0.001
53948    1    0.001
53945    1    0.001
40812    1    0.001
12664    1    0.001
33275    1    0.001
40817    1    0.001
53935    1    0.001
12672    1    0.001
40822    1    0.001
40826    1    0.001
12687    1    0.001
33173    1    0.001
12696    1    0.001
54113    1    0.001
54127    1    0.001
40672    1    0.001
40675    1    0.001
33375    1    0.001
54120    1    0.001
33367    1    0.001
54116    1    0.001
54115    1    0.001
33365    1    0.001
54128    1    0.001
54111    1    0.001
54109    1    0.001
33354    1    0.001
12355    1    0.001
54100    1    0.001
40692    1    0.001
54096    1    0.001
33342    1    0.001
33338    1    0.001
54147    1    0.001
40644    1    0.001
33403    1    0.001
54160    1    0.001
54158    1    0.001
54155    1    0.001
12249    1    0.001
54153    1    0.001
12250    1    0.001
12264    1    0.001
12370    1    0.001
54146    1    0.001
40656    1    0.001
33396    1    0.001
54140    1    0.001
54139    1    0.001
54138    1    0.001
54130    1    0.001
40670    1    0.001
54036    1    0.001
54054    1    0.001
12436    1    0.001
54051    1    0.001
33297    1    0.001
12447    1    0.001
54042    1    0.001
54041    1    0.001
54039    1    0.001
40740    1    0.001
40730    1    0.001
40741    1    0.001
40746    1    0.001
33288    1    0.001
12478    1    0.001
33284    1    0.001
40751    1    0.001
40752    1    0.001
33277    1    0.001
40754    1    0.001
40714    1    0.001
54089    1    0.001
54086    1    0.001
12373    1    0.001
40707    1    0.001
40708    1    0.001
54077    1    0.001
54075    1    0.001
54074    1    0.001
40712    1    0.001
54426    1    0.001
40715    1    0.001
54069    1    0.001
54067    1    0.001
40722    1    0.001
40723    1    0.001
40725    1    0.001
40727    1    0.001
40729    1    0.001
10936    1    0.001
34122    1    0.001
54752    1    0.001
40176    1    0.001
34118    1    0.001
54749    1    0.001
54746    1    0.001
10922    1    0.001
40181    1    0.001
10929    1    0.001
10881    1    0.001
40182    1    0.001
40183    1    0.001
54739    1    0.001
34113    1    0.001
40187    1    0.001
10940    1    0.001
54734    1    0.001
54730    1    0.001
40193    1    0.001
54774    1    0.001
40138    1    0.001
10779    1    0.001
10799    1    0.001
54785    1    0.001
40151    1    0.001
10837    1    0.001
34141    1    0.001
40157    1    0.001
54775    1    0.001
10945    1    0.001
40159    1    0.001
54771    1    0.001
54768    1    0.001
40165    1    0.001
34131    1    0.001
34128    1    0.001
54761    1    0.001
34124    1    0.001
11079    1    0.001
11063    1    0.001
40207    1    0.001
40208    1    0.001
11069    1    0.001
40210    1    0.001
40214    1    0.001
34073    1    0.001
40219    1    0.001
11077    1    0.001
11058    1    0.001
40221    1    0.001
54686    1    0.001
34063    1    0.001
34062    1    0.001
54683    1    0.001
54681    1    0.001
11088    1    0.001
40228    1    0.001
54675    1    0.001
54714    1    0.001
10946    1    0.001
10949    1    0.001
34102    1    0.001
10954    1    0.001
34098    1    0.001
40199    1    0.001
11011    1    0.001
54716    1    0.001
54715    1    0.001
54794    1    0.001
54713    1    0.001
40200    1    0.001
40201    1    0.001
54710    1    0.001
34089    1    0.001
54706    1    0.001
54705    1    0.001
11055    1    0.001
10406    1    0.001
54896    1    0.001
10325    1    0.001
10326    1    0.001
10329    1    0.001
40044    1    0.001
10330    1    0.001
10396    1    0.001
54884    1    0.001
34261    1    0.001
40038    1    0.001
34260    1    0.001
34256    1    0.001
54874    1    0.001
54870    1    0.001
54868    1    0.001
40063    1    0.001
40064    1    0.001
34244    1    0.001
34243    1    0.001
54914    1    0.001
40013    1    0.001
34284    1    0.001
34283    1    0.001
40017    1    0.001
54922    1    0.001
54920    1    0.001
10255    1    0.001
54917    1    0.001
10265    1    0.001
40070    1    0.001
10266    1    0.001
10270    1    0.001
54907    1    0.001
40029    1    0.001
40031    1    0.001
34265    1    0.001
40036    1    0.001
54899    1    0.001
34172    1    0.001
54827    1    0.001
10567    1    0.001
10572    1    0.001
54820    1    0.001
54819    1    0.001
54817    1    0.001
54816    1    0.001
34179    1    0.001
54813    1    0.001
40116    1    0.001
34168    1    0.001
40130    1    0.001
54807    1    0.001
40132    1    0.001
40133    1    0.001
54803    1    0.001
10730    1    0.001
10749    1    0.001
34164    1    0.001
40094    1    0.001
34236    1    0.001
40076    1    0.001
34227    1    0.001
34218    1    0.001
54850    1    0.001
54847    1    0.001
40089    1    0.001
40090    1    0.001
40092    1    0.001
54674    1    0.001
54841    1    0.001
34215    1    0.001
34206    1    0.001
40107    1    0.001
10556    1    0.001
54833    1    0.001
40112    1    0.001
40113    1    0.001
40368    1    0.001
54509    1    0.001
54508    1    0.001
11500    1    0.001
40353    1    0.001
54504    1    0.001
40354    1    0.001
40355    1    0.001
54500    1    0.001
54499    1    0.001
11489    1    0.001
11537    1    0.001
54491    1    0.001
33868    1    0.001
54489    1    0.001
40371    1    0.001
33866    1    0.001
